,Timestamp,STATE,D2,D3,D4,D5,D6,D7,What kind of information have you received about the disease? (Mark all answers that are true),K2,A1,A2,K3,K4,K5,P1,P2,P3,A3,A4,A5,P4,P5,P6,P7,A6,A7,A8,Kindly feel free to provide your suggestions to the government of Nigeria on the control of COVID-19 in Nigeria and the acceptance of COVID-19 vaccine in Nigeria.,date,D1,region,region_code,K1A,K1B,K1C,K1D,K1E,K1F,K2A,K2B,K2C,K2D,K2E,K2F,K2G,K2H,K2I,K2J,K2L,K2M,K2N,K2O,K2P,K2Q,K2R,K2K,K3A,K3B,K3C,K3D,K3E,K3F,K3G,K3H,K3I,K3J,K3K,K4A,K4B,K4C,K4D,K4E,K4F,K4G,K4H,K5A,K5B,K5C,K5D,K5E,K5F,K5G,P1A,P1B,P1C,P1D,P1E,P1F,P1G,P2A,P2B,P2C,P2D,P2E,P2F,P2G,P3A,P3B,P3C,P3D,P3E,suggestions
299,3/4/2021 12:34:36,Kebbi,1,2,2,1,1,2,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms","Radio, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Health unit/Health care worker, Family member, Friends, Red Cross Red Crescent volunteers, Religious leaders",3,2,"Blood transfusion, Droplets from infected people, Airborne, Direct contact with infected people., Touching contaminated objects/surfaces, Sexual intercourse contact, contact with contaminated animals, mosquito bites","Fever, Cough, Shortness of breath and breathing difficulties, Muscle pain, Headache, Diarrhea","Sleep under mosquito net, Wash your hands regularly using alcohol or soap and water, Drink only treated water, Avoid close contact with anyone who has a fever and cough, Eliminate standing water, Avoid unprotected direct contact with live animals and surfaces in contact with animals","Covering mouth and nose when coughing or sneezing, Eliminate standing water","I will look for more experienced relative to advise me on what to do, I will go to hospital / health unit, I will buy medicines at the market, I will look for the traditional healer",No group is discriminated in my locality,2,2,1,3,3,3,3,2,2,2,,3/4/2021,22,NORTH WEST,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,
300,3/4/2021 12:35:51,Benue,1,3,2,1,1,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms","Radio, TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Health unit/Health care worker, Family member, Friends, Community health workers",3,4,Blood transfusion,"Fever, Cough, Shortness of breath and breathing difficulties, Muscle pain, Headache","Sleep under mosquito net, Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Eliminate standing water","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Eliminate standing water, Avoid unprotected direct contact with live animals and surfaces in contact with animals.","I will go to hospital / health unit, I will buy medicines at the market, I will look for the traditional healer, I will stay in quarantine",No group is discriminated in my locality,2,3,2,3,4,4,4,2,2,1,,3/4/2021,8,NORTH CENTRAL,6,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,
301,3/4/2021 12:37:08,Rivers,2,3,2,1,4,1,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications","Radio, WhatsApp and Telegram, Family member, Friends, Community health workers, Other community mobilizers, Government",3,4,"Touching contaminated objects/surfaces, Sexual intercourse contact, mosquito bites","Fever, Cough, Shortness of breath and breathing difficulties","Drink only treated water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Cook meat and eggs well","I will go to hospital / health unit, I will buy medicines at the market, I will look for the traditional healer","Non-Nigerian, No group is discriminated in my locality",4,2,2,4,4,4,4,2,1,1,,3/4/2021,33,SOUTH SOUTH,4,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,
302,3/4/2021 12:38:15,Taraba,2,3,2,1,5,2,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications","TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Health unit/Health care worker, Family member, Friends, Red Cross Red Crescent volunteers, Other community mobilizers, Religious leaders, Community leaders",3,2,"Direct contact with infected people., Touching contaminated objects/surfaces, Sexual intercourse contact, contact with contaminated animals, Eating Contaminated Food","Shortness of breath and breathing difficulties, Muscle pain, Diarrhea","Avoid close contact with anyone who has a fever and cough, Eliminate standing water",Washing hands regularly using alcohol-based cleaner or soap / water,"I will go to the neighborhood nurse, I will look for the traditional healer",Yoruba,4,2,3,5,3,3,5,3,4,3,,3/4/2021,35,NORTH EAST,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,
303,3/4/2021 13:11:09,Lagos,1,4,1,1,2,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease","Radio, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",1,5,"Droplets from infected people, Touching contaminated objects/surfaces","Shortness of breath and breathing difficulties, Muscle pain",Eliminate standing water,Avoid unprotected direct contact with live animals and surfaces in contact with animals.,I will buy medicines at the market,No group is discriminated in my locality,1,2,3,2,4,4,1,2,3,3,,3/4/2021,25,SOUTH WEST,5,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,
304,3/4/2021 13:12:25,Borno,2,5,1,1,2,5,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications",TV,3,3,"Blood transfusion, Direct contact with infected people.","Fever, Cough, Headache","Sleep under mosquito net, Drink only treated water, Avoid close contact with anyone who has a fever and cough",Eliminate standing water,I will go to the neighborhood nurse,Non-Nigerian,2,3,1,2,2,2,4,2,2,3,,3/4/2021,9,NORTH EAST,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
305,3/4/2021 13:14:31,Yobe,2,4,1,1,5,2,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease","Radio, TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",3,3,"Blood transfusion, Droplets from infected people","Fever, Cough, Shortness of breath and breathing difficulties",Cover your mouth and nose when coughing or sneezing,"Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing","I will go to hospital / health unit, I will buy medicines at the market",Non-Nigerian,3,2,2,2,3,3,2,2,2,2,,3/4/2021,36,NORTH EAST,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,
306,3/4/2021 13:21:01,Ondo,2,3,1,2,4,2,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease","Health unit/Health care worker, Friends, Red Cross Red Crescent volunteers",3,2,Droplets from infected people,"Shortness of breath and breathing difficulties, Muscle pain","Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing","I will look for more experienced relative to advise me on what to do, I will go to hospital / health unit, I will buy medicines at the market, I will look for the traditional healer",Non-Nigerian,1,1,1,1,1,1,1,1,1,1,,3/4/2021,29,SOUTH WEST,5,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,
307,3/4/2021 13:22:08,Borno,2,2,2,2,4,1,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease",WhatsApp and Telegram,3,1,Droplets from infected people,Fever,Cook meat and eggs well,Eliminate standing water,I will buy medicines at the market,No group is discriminated in my locality,2,3,1,1,2,2,2,2,2,1,,3/4/2021,9,NORTH EAST,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
308,3/4/2021 13:22:38,Enugu,1,3,2,1,5,2,What to do if you have the symptoms,"Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",4,9,Touching contaminated objects/surfaces,Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,Avoid close contact with anyone who has a fever and cough,I will look for the traditional healer,No group is discriminated in my locality,3,2,2,2,3,3,3,3,3,2,,3/4/2021,15,SOUTH EAST,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
309,3/4/2021 13:23:15,Borno,2,3,3,2,4,2,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease","Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",1,5,Droplets from infected people,Fever,Sleep under mosquito net,Washing hands regularly using alcohol-based cleaner or soap / water,I will go to hospital / health unit,No group is discriminated in my locality,1,3,2,3,5,5,5,3,1,2,,3/4/2021,9,NORTH EAST,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
310,3/4/2021 13:23:48,Ebonyi,1,3,2,1,1,3,How to protect yourself from the disease?,"TV, Other community mobilizers",4,3,Direct contact with infected people.,Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,Covering mouth and nose when coughing or sneezing,I will go to the neighborhood nurse,No group is discriminated in my locality,3,2,3,4,2,2,1,2,2,2,,3/4/2021,12,SOUTH EAST,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
311,3/4/2021 13:24:16,Edo,1,3,2,2,4,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease",WhatsApp and Telegram,3,5,Direct contact with infected people.,Shortness of breath and breathing difficulties,Eliminate standing water,Cook meat and eggs well,I will go to the neighborhood nurse,Hausa/ Fulani,3,3,1,3,5,5,5,3,4,2,,3/4/2021,13,SOUTH SOUTH,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
312,3/4/2021 13:25:21,Gombe,1,3,2,2,5,3,"How to protect yourself from the disease?, How it is transmitted","Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Health unit/Health care worker, Other community mobilizers",3,3,Touching contaminated objects/surfaces,Muscle pain,Cover your mouth and nose when coughing or sneezing,Covering mouth and nose when coughing or sneezing,I will go to the neighborhood nurse,No group is discriminated in my locality,3,2,2,4,1,1,1,2,2,2,,3/4/2021,16,NORTH EAST,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
313,3/4/2021 13:25:35,Enugu,1,3,1,1,2,4,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms, Risks and complications","Radio, TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Family member, Friends, Community health workers, Red Cross Red Crescent volunteers, Government, Community leaders, Traditional healers, Any person from the community, Political leaders",4,2,"Blood transfusion, Droplets from infected people, Direct contact with infected people., Touching contaminated objects/surfaces, Sexual intercourse contact, contact with contaminated animals","Fever, Cough, Shortness of breath and breathing difficulties, Muscle pain, Headache","Drink only treated water, Avoid close contact with anyone who has a fever and cough, Eliminate standing water","Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Avoid unprotected direct contact with live animals and surfaces in contact with animals.","I will look for more experienced relative to advise me on what to do, I will go to hospital / health unit, I will go to the neighborhood nurse, I will buy medicines at the market, I will stay in quarantine",No group is discriminated in my locality,1,1,1,5,5,5,5,2,2,2,,3/4/2021,15,SOUTH EAST,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,
314,3/4/2021 13:26:47,Enugu,2,3,3,1,2,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms","WhatsApp and Telegram, Health unit/Health care worker, Friends",3,4,"Touching contaminated objects/surfaces, Sexual intercourse contact, contact with contaminated animals, Eating Contaminated Food","Shortness of breath and breathing difficulties, Muscle pain, Headache, Don't Know","Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Cook meat and eggs well","Washing hands regularly using alcohol-based cleaner or soap / water, Avoid close contact with anyone who has a fever and cough, Cook meat and eggs well","I will go to the neighborhood nurse, I will stay in quarantine","Yoruba, No group is discriminated in my locality",4,3,2,3,2,3,3,2,1,1,,3/4/2021,15,SOUTH EAST,3,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,
315,3/4/2021 13:27:16,Imo,2,3,2,1,5,3,How it is transmitted,"TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",4,2,"Touching contaminated objects/surfaces, contact with contaminated animals",Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,Washing hands regularly using alcohol-based cleaner or soap / water,I will look for more experienced relative to advise me on what to do,Non-Nigerian,1,2,1,4,4,3,3,2,1,2,,3/4/2021,17,SOUTH EAST,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
316,3/4/2021 13:28:11,Gombe,2,3,2,1,2,3,"Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms","TV, WhatsApp and Telegram",3,2,contact with contaminated animals,"Fever, Cough, Shortness of breath and breathing difficulties","Cover your mouth and nose when coughing or sneezing, Cook meat and eggs well","Covering mouth and nose when coughing or sneezing, Cook meat and eggs well","I will go to hospital / health unit, I will go to the neighborhood nurse, I will look for the traditional healer",Hausa/ Fulani,3,2,2,3,5,5,5,3,2,2,,3/4/2021,16,NORTH EAST,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,
317,3/4/2021 13:28:44,Jigawa,2,3,1,2,3,4,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease","TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",4,2,Direct contact with infected people.,Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,Covering mouth and nose when coughing or sneezing,I will go to hospital / health unit,No group is discriminated in my locality,4,2,1,5,4,3,3,2,2,3,,3/4/2021,18,NORTH WEST,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
318,3/4/2021 13:29:16,Niger,2,3,3,2,5,2,"What to do if you have the symptoms, Risks and complications",TV,3,6,"Droplets from infected people, Airborne",Cough,"Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing","I will go to the neighborhood nurse, I will look for the traditional healer","Igbo, Yoruba",2,3,1,3,3,3,2,2,4,2,,3/4/2021,27,NORTH CENTRAL,6,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,
319,3/4/2021 13:30:09,Edo,1,2,2,1,1,1,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, How it is transmitted","TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",3,2,Direct contact with infected people.,Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,Covering mouth and nose when coughing or sneezing,I will go to hospital / health unit,No group is discriminated in my locality,1,3,3,3,3,2,2,3,4,3,,3/4/2021,13,SOUTH SOUTH,4,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
320,3/4/2021 13:30:27,Ogun,2,3,2,1,2,4,"How it is transmitted, What to do if you have the symptoms",Health unit/Health care worker,3,2,"Sexual intercourse contact, contact with contaminated animals, Eating Contaminated Food","Muscle pain, Headache, Don't Know","Wash your hands regularly using alcohol or soap and water, Drink only treated water, Avoid close contact with anyone who has a fever and cough","Washing hands regularly using alcohol-based cleaner or soap / water, Avoid close contact with anyone who has a fever and cough","I will look for more experienced relative to advise me on what to do, I will buy medicines at the market, I will stay in quarantine","Yoruba, No group is discriminated in my locality",5,2,3,2,2,2,2,3,3,3,,3/4/2021,28,SOUTH WEST,5,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,
321,3/4/2021 13:31:40,Benue,2,4,3,3,3,6,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease","TV, WhatsApp and Telegram, Health unit/Health care worker",1,1,"Blood transfusion, Droplets from infected people, Touching contaminated objects/surfaces","Shortness of breath and breathing difficulties, Muscle pain, Don't Know","Sleep under mosquito net, Wash your hands regularly using alcohol or soap and water, Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough",Avoid close contact with anyone who has a fever and cough,"I will go to hospital / health unit, I will go to the neighborhood nurse, I will look for the traditional healer, I don't know","Yoruba, No group is discriminated in my locality",5,3,2,3,3,1,3,2,3,3,,3/4/2021,8,NORTH CENTRAL,6,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,
322,3/4/2021 13:31:46,Katsina,1,3,3,2,3,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease","Radio, TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",3,2,"Direct contact with infected people., Touching contaminated objects/surfaces",Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,Covering mouth and nose when coughing or sneezing,I will go to hospital / health unit,No group is discriminated in my locality,1,2,2,4,4,2,2,3,4,3,,3/4/2021,21,NORTH WEST,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
323,3/4/2021 13:33:08,Kaduna,2,3,3,1,1,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease","TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",3,2,Direct contact with infected people.,Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,Covering mouth and nose when coughing or sneezing,I will go to hospital / health unit,No group is discriminated in my locality,1,3,3,4,4,2,2,3,4,3,,3/4/2021,19,NORTH WEST,2,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
324,3/4/2021 13:33:14,Sokoto,1,1,2,2,4,1,"Symptoms of the new coronavirus disease, How it is transmitted, What to do if you have the symptoms","Radio, TV, WhatsApp and Telegram, Health unit/Health care worker",3,6,"Airborne, Touching contaminated objects/surfaces, Sexual intercourse contact","Fever, Shortness of breath and breathing difficulties, Muscle pain, Diarrhea","Cover your mouth and nose when coughing or sneezing, Cook meat and eggs well","Washing hands regularly using alcohol-based cleaner or soap / water, Avoid close contact with anyone who has a fever and cough","I will go to the neighborhood nurse, I will look for the traditional healer, I don't know","Hausa/ Fulani, No group is discriminated in my locality",3,3,2,1,3,4,4,2,3,2,,3/4/2021,34,NORTH WEST,2,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,
325,3/4/2021 13:34:23,Benue,2,2,4,1,2,6,What to do if you have the symptoms,Religious leaders,3,4,"Droplets from infected people, Direct contact with infected people., Touching contaminated objects/surfaces","Shortness of breath and breathing difficulties, Diarrhea","Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Eliminate standing water, Avoid unprotected direct contact with live animals and surfaces in contact with animals","Washing hands regularly using alcohol-based cleaner or soap / water, Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough","I will go to hospital / health unit, I will go to the neighborhood nurse, I will buy medicines at the market, I will look for the traditional healer","Non-Nigerian, Yoruba, No group is discriminated in my locality",4,3,3,3,3,3,3,2,2,2,,3/4/2021,8,NORTH CENTRAL,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,
326,3/4/2021 13:34:42,Kwara,1,3,2,1,2,3,Symptoms of the new coronavirus disease,"TV, WhatsApp and Telegram, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.), Other community mobilizers",3,2,Direct contact with infected people.,Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,"Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough",I will go to hospital / health unit,No group is discriminated in my locality,2,3,3,4,3,1,1,3,4,3,,3/4/2021,24,NORTH CENTRAL,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
327,3/4/2021 13:35:56,Kaduna,1,3,1,1,2,3,"How to protect yourself from the disease?, Symptoms of the new coronavirus disease, What to do if you have the symptoms","Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",3,4,"Touching contaminated objects/surfaces, Sexual intercourse contact","Cough, Headache","Cover your mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Cook meat and eggs well","Covering mouth and nose when coughing or sneezing, Avoid close contact with anyone who has a fever and cough, Cook meat and eggs well","I will go to the neighborhood nurse, I will stay in quarantine","Hausa/ Fulani, No group is discriminated in my locality",4,3,1,3,3,2,3,2,2,2,,3/4/2021,19,NORTH WEST,2,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,
328,3/4/2021 13:37:21,Kwara,1,2,2,2,5,1,Symptoms of the new coronavirus disease,"TV, Social Media (not WhatsApp but Facebook, Twitter, Instagram, e.t.c.)",3,4,"Direct contact with infected people., Touching contaminated objects/surfaces",Shortness of breath and breathing difficulties,Cover your mouth and nose when coughing or sneezing,Covering mouth and nose when coughing or sneezing,I will go to hospital / health unit,No group is discriminated in my locality,3,3,3,3,3,2,2,3,4,3,,3/4/2021,24,NORTH CENTRAL,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
